Scheme Name,Address,Tags,Description,1-Bedroom,2-Bedroom,3-Bedroom,Studio,Private Room,Station Info,City
"Britannia Road, Fulham 2","Britannia Road, Fulham, Hammersmith and Fulham, London, SW6","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","One double bedroom has become available in our beautiful Fulham property, just minutes walk from Fulham Broadway station it is the perfect home for a friendly and sociable young professional!",,,,,782.0,"['Fulham Broadway | 0.2 mi', 'Imperial Wharf | 0.5 mi', 'Parsons Green | 0.5 mi']",London
Tabor Road Hammersmith,"Tabor Road Hammersmith, Hammersmith and Fulham, London, SW6","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","This stunning property is in a prime location with great connections for young professionals commuting across London. The property is located between Hammersmith, Ravenscourt Park and Goldhawk Road stations and all of the local coffee shops and amenities.",,,,,869.0,"['Goldhawk Road | 0.3 mi', 'Ravenscourt Park | 0.4 mi', ""Shepherd's Bush Market Station | 0.5 mi""]",London
Tierney Road Streatham,"Tierney Road Streatham, Lambeth, London, SW2","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","This newly refurbished property covers over 3,000 square feet. The ground floor boasts a spacious hallway leading onto a beautiful front bedroom with high ceilings. Overlooking the views of a very large garden, a spacious kitchen breakfast room, fitted with an aga, runs along the back of the house. The kitchen is furnished with a large dining table and 6 chairs along with bar stools for the breakfast bar. There is also a separate living area in the next room.",,,,,840.0,"['Streatham Hill | 0.5 mi', 'Clapham South | 1.0 mi']",London
"Cathles Road, Clapham South","Cathles Road Clapham South, Wandsworth, London, SW12","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","This modern property is the perfect friendly house for young professionals, located minutes from Clapham South tube station. The ground floor boasts modern kitchen, communal living space leading out onto a manicured garden at the rear. The second floor also provides another kitchen and living space.",,,,,900.0,"['Clapham South | 0.2 mi', 'Balham | 0.6 mi', 'Wandsworth Common | 0.9 mi']",London
"Geraldine Road, Wandsworth","Geraldine Road, Wandsworth, Wandsworth, London, SW18","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']",Living London are proud to present a fabulous double bedroom in a friendly house share in Wandsworth. The property is minutes from Wandsworth Town station and all of the local coffee shops and amenities.,,,,,826.0,"['Wandsworth Town | 0.4 mi', 'Clapham Junction | 0.9 mi']",London
"Benbow Road, Hammersmith","Benbow Road, Hammersmith, Hammersmith and Fulham, London, W6","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']",Living London are proud to present a fabulous double bedroom in a friendly house share in Hammersmith. The property is minutes from Goldhawk station and all of the local coffee shops and amenities.,,,,,913.0,"['Goldhawk Road | 0.2 mi', ""Shepherd's Bush Market | 0.4 mi"", ""Shepherd's Bush Market Station | 0.4 mi""]",London
"St Georges Square, Pimlico","St Georges Square, Pimlico, Westminster, London, SW1V","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']",Minutes from Pimlico Station St Georges Square is a prime location for any young professional looking to live in the city. Living London are proud to present a spacious double bedroom in this friendly house share.,,,,,1086.0,"['Pimlico | 0.1 mi', 'Vauxhall | 0.5 mi', 'Victoria Station | 0.6 mi']",London
"Mexfield Road, Putney","Mexfield Road, Putney, Wandsworth, London, SW15","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","This property is spread across 3 floors, benefitting from separate kitchen and living areas and two shared bathrooms.",,,,,869.0,"['East Putney | 0.4 mi', 'Putney | 0.6 mi', 'Wandsworth Town | 0.7 mi']",London
"Radipole Road, Parsons Green","Radipole Road, Parsons Green, Hammersmith and Fulham, London, SW6","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","This stunning property is located near Parsons Green, minutes from The Green, Fulham Broadway and the New Kings Road.",,,,,913.0,"['Parsons Green | 0.2 mi', 'Fulham Broadway | 0.5 mi', 'West Brompton | 0.8 mi']",London
"Barton Road, Barons Court","Barton Road, Barons Court, Hammersmith and Fulham, London, W14","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","Minutes from Barons Court station, this fabulous house share is ideally located. Living London are proud to present a fabulous double bedroom in a friendly house share in Fulham.",,,,,826.0,"['Barons Court | 0.2 mi', 'West Kensington | 0.2 mi', 'Kensington (Olympia) | 0.6 mi']",London
"Sherbrooke Road, Fulham 2","Sherbrooke Road, Fulham, Hammersmith and Fulham, London, SW6","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']",A spacious double room has become available in one of our lovely and homely Fulham properties. Within minutes of Fulham Broadway station it is the perfect home for a young and sociable working professional!,,,,,760.0,"['Parsons Green | 0.5 mi', 'Fulham Broadway | 0.6 mi', 'West Brompton | 0.7 mi']",London
"Wimbledon Park Road, Southfields 1","Wimbledon Park Road, Southfields, Wandsworth, London, SW18","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","Spacious double bedroom available in Southfields house share. The property is just minutes walk from Southfields station, the perfect location for a young professional.",,,,,760.0,"['Southfields | 0.0 mi', 'Wimbledon Park | 0.8 mi', 'Earlsfield | 0.8 mi']",London
"Sherbrooke Road, Fulham 1","Sherbrooke Road, Fulham, Hammersmith and Fulham, London, SW6","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']",This bright and spacious home is the perfect home for a friendly and perfect for young professionals. The property is located minutes from Fulham station – perfect also for commuters.,,,,,869.0,"['Parsons Green | 0.5 mi', 'Fulham Broadway | 0.6 mi', 'West Brompton | 0.7 mi']",London
"Gwendolen Avenue, Putney","Gwendolen Avenue, Putney, Wandsworth, London, SW15","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","This fantastic Putney house share is minutes from Putney Station, making commuting into the city a breeze for young professionals. Minutes from the High street and all of the restaurants and shops makes this house ideal for living the London lifestyle.",,,,,760.0,"['Putney | 0.3 mi', 'East Putney | 0.5 mi', 'Putney Bridge | 0.8 mi']",London
"Fraser Street, Chiswick","Fraser Street, Chiswick, Hounslow, London, W4","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']",Fraser Street offers a fantastic location moments from central Chiswick for an excellent selection of local amenities and transport links in and out of the city.,,,,,717.0,"['Turnham Green | 0.4 mi', 'Stamford Brook | 0.6 mi', 'Chiswick Park Station | 0.6 mi']",London
"Sispara Gardens, Southfields 1","Sispara Gardens, Southfields, Wandsworth, London, SW18","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']",This fabulous house share in Southfields is perfectly situated between East Putney tube station and Southfields tube station – perfect for young professionals commuting into the city.,,,,,695.0,"['East Putney | 0.4 mi', 'Southfields | 0.6 mi', 'Putney | 0.7 mi']",London
"Melrose Road, Southfields","Melrose Road, Southfields, Wandsworth, London, SW18","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","This Fabulous house share is full of friendly young professionals, looking for like minded housemates to join them. This amazing property has a large open plan living space, communal garden to the rear of the property and 3 shared bathrooms. Only minutes from Southfields station and all of the amenities on the high street. The property has recently been refurbished throughout with new furnishings.",,,,,804.0,"['Southfields | 0.5 mi', 'East Putney | 0.5 mi', 'Putney | 0.8 mi']",London
"Carrington Court, Clapham Junction","Carrington Court, Clapham Junction, Wandsworth, London, SW11 1QG","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","This Property is just off of the Northcote Road in Clapham/Battersea. Minutes from Clapham Junction Train Station makes this property perfect for young professionals commuting into the city. The house is moments from Clapham Common also, a great spot for enjoying picnics in the sun with your new house mates.",,,,,869.0,"['Clapham Junction | 0.2 mi', 'Wandsworth Town | 0.9 mi']",London
"Racton Road, West Brompton","Racton Road, West Brompton, Hammersmith and Fulham, London, SW6","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","Situated just minutes from West Brompton Station, this property benefits from spacious bedrooms and a wonderful enclosed garden. Moments from the hussle and bussle of North End Road this house is convenient for those looking for an easy commute or enjoy the mix of bars/restaurants and shops of the local high street.",,,,,690.0,"['West Brompton | 0.3 mi', 'Fulham Broadway | 0.4 mi', 'Imperial Wharf | 1.0 mi']",London
"Britannia Road, Fulham 1","Britannia Road, Fulham, Hammersmith and Fulham, London, SW6","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']",Living London are proud to present a fabulous double bedroom in a friendly house share in Fulham. The property is minutes from Fulham Broadway station and all of the local coffee shops and amenities.,,,,,782.0,"['Fulham Broadway | 0.2 mi', 'Imperial Wharf | 0.5 mi', 'Parsons Green | 0.5 mi']",London
"Tunis Road, Shepherds Bush","Tunis Road, Shepherds Bush, Hammersmith and Fulham, London, W12","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","This friendly house share is just around the corner from Westfield shopping mall; the largest shopping mall in Europe since their extension, perfect for an afternoon of shopping, socialising and eating in their newly refurbished food court.",,,,,869.0,"[""Shepherd's Bush Market | 0.2 mi"", ""Shepherd's Bush Market Station | 0.2 mi"", 'Wood Lane | 0.3 mi']",London
"Rylston Road, Fulham 1","Rylston Road, Fulham, Hammersmith and Fulham, London, SW6","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","This beautiful Fulham property is perfect for any friendly and sociable young professionals looking for a home! It benefits from separate kitchen and living areas as well as a beautiful garden. The house is situated just minutes away from Fulham Broadway station, shops and local amenities.",,,,,695.0,"['Fulham Broadway | 0.5 mi', 'Parsons Green | 0.5 mi', 'West Brompton | 0.6 mi']",London
"Sistova Road, Balham","Sistova Road, Balham, Wandsworth, London, SW12","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Smoke alarms']","This fabulous flat share is full of friendly young professionals, looking for like minded housemates to join them. This amazing property has a large open plan living space with new fittings, two ensuite bedrooms and one shared shower room for the other two bedrooms. Only minutes from Balham station and all of the amenities on the high street. The property has recently been refurbished throughout with new furnishings.",,,,,869.0,"['Balham | 0.2 mi', 'Clapham South | 0.6 mi', 'Wandsworth Common | 0.7 mi']",London
"Park Hill, Clapham Common","Park Hill, Clapham Common, Lambeth, London, SW4","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']","This Stunning property is located on Park Hill, minutes from Clapham Common, Clapham Common Tube Station and Abbeville Village.",,,,,1195.0,"['Clapham Common | 0.4 mi', 'Clapham High Street | 0.6 mi', 'Clapham North | 0.6 mi']",London
"Wimbledon Park Road, Southfields 3","Wimbledon Park Road, Southfields, Wandsworth, London, SW18","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Communal garden']",A simply lovely one bed apartment with high ceilings and plenty of natural light.,4500.0,,,,4500.0,"['Southfields | 0.0 mi', 'Wimbledon Park | 0.8 mi', 'Earlsfield | 0.8 mi']",London
"Carlton Drive, Putney","Carlton Drive, Putney, Wandsworth, London, SW15","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Wifi']",This lovely 4 bedroom flat in East Putney has an available double room coming available. The friendly flat share is minutes from East Putney station. The property is perfectly located between Wandsworth Southside and Putney high street for all of the local coffee shops and amenities.,,,,,804.0,"['East Putney | 0.2 mi', 'Putney | 0.3 mi', 'Putney Bridge | 0.8 mi']",London
"Fawe Park Road, Putney","Fawe Park Road, Putney, Wandsworth, London, SW15","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Wifi']","This fabulous house share is perfectly located in East Putney, just minutes from Wandsworth Park – the perfect place to spend time in the sunshine. The property also benefits from all of the local coffee shops and amenities of Putney High Street.",,,,,869.0,"['East Putney | 0.3 mi', 'Putney | 0.5 mi', 'Putney Bridge | 0.5 mi']",London
"Englewood Road, Clapham South","Englewood Road, Clapham South, Lambeth, London, SW12","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Wifi']","This fabulous property is moments from Clapham South Tube station, Clapham Common Park and all of the local coffee shops and amenities. Living London are proud to present a fabulous double bedroom in a friendly house share.",,,,,950.0,"['Clapham South | 0.1 mi', 'Clapham Common | 0.7 mi', 'Balham | 0.7 mi']",London
"Wimbledon Park Road, Southfields 2","Wimbledon Park Road, Southfields, Wandsworth, London, SW18","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Wifi']",Living London are proud to present two fabulous double bedrooms in a friendly house share in Southfields. The property is minutes from Southfields station and all of the local coffee shops and amenities.,,,,,800.0,"['Southfields | 0.0 mi', 'Wimbledon Park | 0.8 mi', 'Earlsfield | 0.8 mi']",London
"Cheriton Square, Balham","Cheriton Square, Balham, Wandsworth, London, SW17","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Wifi']",Living London are proud to present two fabulous double bedroom in a friendly house share in Balham. The property is minutes from Balham station and all of the local coffee shops and amenities.,,,,,850.0,"['Balham | 0.2 mi', 'Tooting Bec | 0.5 mi', 'Wandsworth Common | 0.6 mi']",London
"Foxbourne Road, Balham","Foxbourne Road, Balham, Wandsworth, London, SW17","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Wifi']","This fabulous house share is perfectly located in Balham, just minutes from the station, the perfect place to spend time in the sunshine, as well as benefitting from all of the local coffee shops and amenities.",,,,,913.0,"['Balham | 0.3 mi', 'Tooting Bec | 0.4 mi', 'Wandsworth Common | 0.7 mi']",London
"Abbeville Road, Clapham","Abbeville Road, Clapham, Lambeth, London, SW4","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Wifi']","Living London are proud to present a fabulous double en-suite bedroom in a friendly house share in Clapham. The property is perfectly set on Abbeville Road in the heart of Abbeville Village with all of the coffee shops and amenities, and only moments from Clapham Common.",,,,,999.0,"['Clapham Common | 0.4 mi', 'Clapham South | 0.5 mi', 'Clapham High Street | 0.7 mi']",London
"Cathles Road, Clapham South 1","Cathles Road, Clapham South, Wandsworth, London, SW12","['Furnished', 'Onsite maintenance', 'Parking', 'Common area', 'Wifi']","A spacious & stunning recently refurbished house located only moments from Clapham South Underground Station & Clapham Common. The property boasts six double bedrooms, four bathrooms, brand new kitchen and reception room with modern integrated appliances.",,,,,1050.0,"['Clapham South | 0.2 mi', 'Balham | 0.6 mi', 'Wandsworth Common | 0.9 mi']",London
Chantrey House,"4 Eccleston Street, Westminster, London, SW1W 9LN","['Furnished', 'Concierge', 'Onsite management', 'Parking', 'Parcel collection & storage']","Located in South West London, Chantrey House is a Build to Rent that promises safety, support and additional benefits for tenants.",2708.0,,,,,"['Victoria Station | 0.1 mi', 'Sloane Square | 0.4 mi']",London
The Palm House,"55-59 Palmerston Road, Harrow, London, HA3 7RR","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parcel collection & storage']","Living in such a high-quality, well-located development, residents of The Palm House will have access to a host of first-class amenities, various points of interest and a picturesque surrounding landscape.",,,,1248.0,,"['Harrow & Wealdstone | 0.1 mi', 'Harrow-on-the-Hill | 1.0 mi']",London
Dolphin Bridge House,"Rockingham Road, Hillingdon, London, UB8 2FE","['CCTV', 'Controlled access', 'Wifi', 'Smoke alarms', 'Bed and mattress']","Located in Southall, Dolphin Bridge House understands that a well-lived life always starts at home.",1110.0,,,1000.0,,['Uxbridge | 0.5 mi'],London
Eden House,"43-51 Lowlands Road, Harrow, London, HA1 3AW","['CCTV', 'Smoke alarms', 'Bed and mattress', 'Built-in wardrobe', 'Bedside tables']","Located in Harrow, Eden House is a splendid choice for those seeking a convenient lifestyle.",1100.0,,,1050.0,,"['Harrow-on-the-Hill | 0.1 mi', 'West Harrow | 0.6 mi', 'Harrow & Wealdstone | 0.9 mi']",London
Fishponds Road,"98 Fishponds Road, Wandsworth, London, SW17 7LF","['Pet friendly', 'Parking', 'Communal garden', 'Smoke alarms', 'Built-in wardrobe']","Located in South West London, Fishponds Road caters to growth, connection and a fulfilling lifestyle.",,,2200.0,,,"['Tooting Broadway | 0.3 mi', 'Tooting Bec | 0.4 mi', 'Tooting | 0.9 mi']",London
Turnchapel Mews,"4 Turnchapel Mews, Lambeth, London, SW4 0PX","['Pet friendly', 'Parking', 'Communal garden', 'Smoke alarms', 'Bed and mattress']","Located in South West London, Turnchapel Mews offers spacious living areas, good transportation and convenient amenities.",,,,,,"['Wandsworth Road | 0.6 mi', 'Clapham Common | 0.6 mi', 'Queenstown Road | 0.7 mi']",London
Putney High St,"Putney High Street, Wandsworth, London, SW15 1SQ","['Smoke alarms', 'Open plan kitchen', 'Fridge & freezer', 'Oven', 'Washing machine']","Located in South West London, Putney High St caters to growth, connection and a fulfilling lifestyle.",1300.0,,,,,"['Putney | 0.3 mi', 'Putney Bridge | 0.3 mi', 'East Putney | 0.4 mi']",London
Victoria Mews,"George Street, Croydon, London, CR0 1LA","['Pet friendly', 'Bike storage', 'CCTV', 'Controlled access', 'Common area']","Located in Croydon, Victoria Mews understands that a well-lived life always starts at home.",1300.0,,1850.0,,,"['East Croydon | 0.3 mi', 'West Croydon | 0.4 mi']",London
Spring Grove Road,"Spring Grove Road, Richmond upon Thames, London, TW10 6EJ","['Parking', 'Smoke alarms', 'Built-in wardrobe', 'Fridge & freezer', 'Oven']","Located in Twickenham, Spring Grove Road offers spacious living areas, good transportation and convenient amenities.",1500.0,,,,,"['North Sheen | 0.4 mi', 'Richmond | 0.5 mi']",London
Nylon Court,"Edgware Road, Brent, London, NW2 6LU","['Parking', 'Parcel collection & storage', 'Bike storage', 'CCTV', 'Controlled access']","Located in North West London, Nylon Court is a splendid choice for those seeking a convenient lifestyle.",,,,1125.0,,"['Hendon | 0.8 mi', 'Dudding Hill Junction | 0.9 mi', 'Brent Cross | 0.9 mi']",London
Voyager House,"14 Stanwell Road, Hillingdon, London, TW14 8NG","['Parking', 'Bike storage', 'CCTV', 'Smoke alarms', 'Video door entry']","Located in Twickenham, Voyager House is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",975.0,,,,,['Heathrow Terminal 4 | 0.4 mi'],London
Kings Cross,"Camley Street, Camden, London, NW1 0NF","['Pet friendly', 'Parking', 'Bike storage', 'Lifts', 'CCTV']",Kings Cross offers apartments with easy access to transport links and an abundance of activities within walking distance.,3100.0,4325.0,5165.0,,,"['St Pancras International | 0.4 mi', ""King's Cross | 0.4 mi"", 'Mornington Crescent | 0.4 mi']",London
Paddington Gardens,"1 North Wharf Road, Westminster, London, W2 1NW","['Furnished', 'Lifts', 'CCTV', 'Controlled access', 'Common area']","Located in West London, Paddington Gardens is a new Build to Rent that has generous living areas, beneficial amenities and great access to public transport.",2925.0,3987.0,5612.0,,,"['Edgware Road | 0.2 mi', 'Paddington | 0.2 mi', 'London Marylebone | 0.5 mi']",London
Hays House,"Baring Road, Lewisham, London, SE12 0DZ","['CCTV', 'Controlled access', 'Roof terrace', 'Smoke alarms', 'Built-in wardrobe']","Located in South East London, Hays House understands that a well-lived life always starts at home.",1350.0,1575.0,2000.0,,,['Grove Park | 0.1 mi'],London
Novus Apartments,"Sidcup High Street, Bexley, London, DA14 6DS","['Bike storage', 'Lifts', 'CCTV', 'Controlled access', 'Roof terrace']","Located in Datford, Novus Apartments is a splendid choice for those seeking a modern lifestyle.",1300.0,1425.0,,,,['Sidcup | 0.5 mi'],London
Eighty Eight Wood Lane,"88 Wood Lane, Hammersmith and Fulham, London, W12 0FD","['Furnished', 'Concierge', 'Onsite management', 'Bike storage', 'CCTV']",Eighty Eight Wood Lane offers residents with beautifully furnished apartments and a great community in West London.,1690.0,1950.0,3141.0,,,"['White City | 0.3 mi', 'Latimer Road | 0.4 mi', ""Shepherd's Bush | 0.8 mi""]",London
Clayworks Apartments,"140 Wales Farm Road, Ealing, London, W3 6GZ","['Furnished', 'Concierge', 'Onsite management', 'Bike storage', 'CCTV']","Located in West London, Clayworks Apartments is a splendid choice for those seeking a convenient lifestyle.",1668.0,1950.0,,,,"['North Acton | 0.1 mi', 'Acton Main Line | 0.5 mi', 'East Acton | 0.6 mi']",London
Brandenburgh House,"116 Fulham Palace Road, Hammersmith and Fulham, London, W6 9HH","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Located in West London, Brandenburgh House is a Build to Rent that has generous living areas, beneficial amenities and great access to public transport.",,,,1062.0,,"['Hammersmith | 0.3 mi', 'Barons Court | 0.4 mi', 'Kensington (Olympia) | 0.9 mi']",London
Cairo Apartments,"Cairo New Road, Croydon, London, CR0 1XP","['Furnished', 'Lifts', 'CCTV', 'Controlled access', 'Common area']","Located in Croydon, Cairo Apartments offers residents beautifully furnished apartments and a great community.",,,,924.0,,"['West Croydon | 0.3 mi', 'East Croydon | 0.6 mi']",London
Ash Tree Close,"Ash Tree Close, Kingston upon Thames, London, KT6 5BQ","['Parking', 'CCTV', 'Communal garden', 'Built-in wardrobe', 'Fridge & freezer']",Ash Tree Close offers residents cosy homes that are within close proximity to different amenities and transport links.,,1550.0,,,,['Surbiton | 0.8 mi'],London
Avenue Road,"Avenue Road, Ealing, London, W3 8QJ","['Parking', 'Smoke alarms', 'Built-in wardrobe', 'Open plan kitchen', 'Fridge & freezer']","Located in West London, Avenue Road is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",,1547.0,,,,"['Acton Town | 0.2 mi', 'South Acton | 0.5 mi', 'Ealing Common | 0.6 mi']",London
Banister Road,"Banister Road, Brent, London, W10 4AG","['Lifts', 'CCTV', 'Smoke alarms', 'Bed and mattress', 'Built-in wardrobe']","Located in West London, Banister Road is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",,1699.0,,,,"['Kensal Rise | 0.3 mi', 'Kensal Green | 0.4 mi', ""Queen's Park | 0.5 mi""]",London
Bedford Hill,"Bedford Hill, Wandsworth, London, SW12 9HQ","['CCTV', 'Roof terrace', 'Bed and mattress', 'Built-in wardrobe', 'Bedside tables']","Located in South West London, Bedford Hill understands that a well-lived life always starts at home.",,1625.0,,,,"['Balham | 0.5 mi', 'Tooting Bec | 0.6 mi', 'Streatham Hill | 0.8 mi']",London
Bridge End Close,"Bridge End Close, Kingston upon Thames, London, KT2 6PZ","['Parking', 'CCTV', 'Smoke alarms', 'Bed and mattress', 'Built-in wardrobe']","Located in Kingston upon Thames, Bridge End Close is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",,1850.0,,,,"['Norbiton | 0.2 mi', 'Kingston | 0.5 mi']",London
Bridport Terrace,"Wandsworth Road, Lambeth, London, SW8 2AY","['Parking', 'Bike storage', 'CCTV', 'Smoke alarms', 'Open plan kitchen']","Located in South West London, Bridport Terrace is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",1348.0,,,,,"['Wandsworth Road | 0.4 mi', 'Stockwell | 0.4 mi', 'Nine Elms | 0.4 mi']",London
Charlotte Street,"Charlotte Street, Camden, London, W1T 4PJ","['Furnished', 'CCTV', 'Smoke alarms', 'Bed and mattress', 'Built-in wardrobe']","Located in West London, Charlotte Street is a Build to Rent that promises safety, support and additional benefits for tenants.",4333.0,,,,,"['Goodge Street | 0.1 mi', 'Warren Street | 0.3 mi', 'Tottenham Court Road | 0.4 mi']",London
Church Road,"Church Road, Ealing, London, W3 8PX","['Parking', 'CCTV', 'Roof terrace', 'Smoke alarms', 'Bed and mattress']","Situated near multiple transport links, Church Road delivers not only convenience and comfort to your daily life but also a comprehensive range of amenities and flexible furnishing options.",1196.0,,,,,"['Acton Central | 0.4 mi', 'South Acton | 0.4 mi', 'Acton Town | 0.5 mi']",London
Dance Square,"Pear Tree Street, Islington, London, EC1V 3AN","['Furnished', 'Concierge', 'Lifts', 'CCTV', 'Controlled access']","Located in East Central London, Dance Square is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",2275.0,,,,,"['Barbican | 0.4 mi', 'Old Street | 0.5 mi', 'Farringdon | 0.5 mi']",London
Devan Grove,"Devan Grove, Hackney, London, N4 2GR","['Furnished', 'CCTV', 'Controlled access', 'Gym', 'Pool']","Located in North London, Devan Grove is a splendid choice for those seeking a convenient lifestyle.",,2197.0,,,,"['Manor House | 0.3 mi', 'Harringay Green Lanes | 0.5 mi', 'Stamford Hill | 0.6 mi']",London
Eel Pie Island,"Eel Pie Island, Richmond upon Thames, London, TW1 3DY","['Furnished', 'Communal garden', 'Smoke alarms', 'Bed and mattress', 'Built-in wardrobe']","Located in Twickenham, Eel Pie Island is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",2195.0,2050.0,,,,"['Twickenham | 0.4 mi', 'St Margarets | 0.7 mi']",London
Exeter Road,"Exeter Road, Brent, London, NW2 3UG","['Parking', 'Smoke alarms', 'Bed and mattress', 'Built-in wardrobe', 'Bedside tables']",Exeter Road is a Build to Rent in North West London that offers accommodation with easy access to transport links and an abundance of activities within walking distance.,,1699.0,,,,"['Kilburn | 0.1 mi', 'Brondesbury | 0.2 mi', 'Brondesbury Park | 0.5 mi']",London
Ferdinand Street,"Ferdinand Street, Camden, London, NW1 8EU","['Parking', 'CCTV', 'Controlled access', 'Roof terrace', 'Smoke alarms']",Ferdinand Street offers residents cosy and modern accommodation that is within close proximity to different amenities and transport links.,,,,,,"['Chalk Farm | 0.2 mi', 'Kentish Town West | 0.2 mi', 'Camden Town | 0.4 mi']",London
Fortis Green,"Fortis Green, Haringey, London, N10 3ET","['Parking', 'Communal garden', 'Smoke alarms', 'Fridge & freezer', 'Oven']","Fortis Green is a Build to Rent that promises safety, support and additional benefits.",,,2000.0,,,"['East Finchley | 0.6 mi', 'Highgate | 1.0 mi']",London
Furness Road,"Furness Road, Brent, London, NW10 4QH",[],"Furness Road, Brent, London, NW10 4QH",,2097.0,2548.0,,,"['Parking', 'Controlled access', 'Communal garden', 'Open plan kitchen', 'Fridge & freezer', 'Willesden Junction | 0.2 mi', 'Kensal Green | 0.6 mi']",London
Gee Street,"Gee Street, Islington, London, EC1V 3RS","['Parking', 'Lifts', 'CCTV', 'Controlled access', 'Common area']","Located in East Central London, the development is a splendid choice for those seeking a convenient lifestyle.",,2882.0,,,,"['Barbican | 0.3 mi', 'Old Street | 0.4 mi', 'Farringdon | 0.5 mi']",London
Golden Lane,"Golden Lane, Islington, London, EC1Y 0AD","['Onsite management', 'Bike storage', 'Lifts', 'CCTV', 'Controlled access']","Located in East Central London, Golden Lane is a new Build to Rent that has generous living areas, beneficial amenities and great access to public transport.",,2980.0,,,,"['Barbican | 0.2 mi', 'Old Street | 0.4 mi', 'Farringdon | 0.4 mi']",London
Great West Road,"Great West Road, Hounslow, London, TW7 5PB","['Pet friendly', 'Parking', 'Communal garden', 'Smoke alarms', 'Open plan kitchen']","Located in Twickenham, this Build to Rent caters to growth, connection and a fulfilling lifestyle.",,,1750.0,,,"['Syon Lane | 0.4 mi', 'Isleworth | 0.5 mi', 'Osterley | 0.7 mi']",London
NWX Residences,"Old Oak Common Lane, Brent, London, NW10 6FS","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Encompassing high-quality apartments with ample space and must-have amenities, NWX Residences is a fitting choice for tenants in the modern day.",1551.0,1798.0,,,,"['North Acton | 0.3 mi', 'East Acton | 0.6 mi', 'Willesden Junction | 0.6 mi']",London
Greencroft Gardens,"Greencroft Gardens, Camden, London, NW6 3LJ","['Pet friendly', 'Parking', 'Roof terrace', 'Smoke alarms', 'Bed and mattress']","Located in North West London, Greencroft Gardens understands that a well-lived life always starts at home.",,,3445.0,,,"['South Hampstead | 0.3 mi', 'Finchley Road | 0.3 mi', 'West Hampstead | 0.4 mi']",London
Grove End Gardens,"Grove End Road, Westminster, London, NW8 9RY","['Furnished', 'Parking', 'Lifts', 'CCTV', 'Roof terrace']","Located in North West London, Grove End Gardens is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",1746.0,1993.0,,,,"[""St. John's Wood | 0.4 mi"", 'Maida Vale | 0.4 mi', 'London Marylebone | 0.8 mi']",London
